Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
"3""L x 3""W",B000PSDTOQ,"August 17, 2005",No,China,"#72,427 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #196 in Cut-Off Wheels",No Color,71798,0.8 ounces,$11.88,$25.79,$0.00,13
"6""L x 6""W",B000TBQFHC,"July 8, 2007",01261,Canada,"#71,711 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #265 in Power Sander Hook & Loop Discs",None,1261,1 pounds,$30.39,$30.26,$15.37,13
16.04 x 5.63 x 1.73 inches,B0B33R5R6R,"June 2, 2022",35829,Taiwan,"#175,685 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #186 in Sanding Blocks",None,35829,1.12 pounds,$101.93,$29.47,$31.73,13
6 x 6 x 0.25 inches,B000LET1O6,None,No,USA,"#243,327 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #772 in Power Sander Hook & Loop Discs",None,5791,1.48 ounces,$18.57,$25.97,$8.05,13
6 x 5 x 0.5 inches,B07ZDPNRS6,"September 30, 2019",Bosch,Switzerland,"#142,944 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #51 in Power Sander Fiber Backed Abrasive Discs",Black,MGX0450,2.4 ounces,$11.99,$25.83,$0.00,13
"4.5""L x 4.5""W",B07DKXJ1M2,"June 6, 2018",Mercer Industries,Turkey,"#71,999 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #195 in Cut-Off Wheels",None,618010P,11.7 ounces,$13.90,$27.90,$19.35,13
"8""L x 1""W",B08LKFRGTB,"October 21, 2020",POWERTEC,China,"#75,324 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #31 in Bench & Pedestal Grinding Wheels",None,15522,3.58 pounds,$18.05,$39.31,$25.87,13
None,B001BL1R2C,"July 8, 2008",No,Finland,"#76,204 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #102 in Sanding Disc Backing Pads",Grey,9A-232-APRP,2.08 ounces,None,None,None,13
None,B003X4WPDA,"July 23, 2010",No,China,"#89,887 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #127 in Abrasive Cup Brushes",None,72756,0.32 ounces,$23.56,$34.57,$33.37,13
1 x 2.25 x 13.75 inches,B000VYJ0LK,"January 16, 2007",No,USA,"#82,595 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #175 in Scratch Brushes",Stainless Steel,70521,3.68 ounces,$10.03,$27.21,$0.00,13
0.55 x 1.95 x 3.96 inches,B015PK3CWW,"September 8, 2015",Dremel,China,"#101,912 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #271 in Cut-Off Wheels",No Color,425-02,0.3 ounces,$4.89,$25.15,$0.00,13
None,B004UUAHMM,"April 16, 2011",Century Drill and Tool,China,"#70,487 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #62 in Flap Wheels",Red,77341,3.68 ounces,$10.15,$28.42,$0.00,13
"4.5""L x 4.5""W",B01G6UB5F6,"May 26, 2016",Mercer Tool Corp. - Tools,Turkey,"#215,139 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #56 in Power Sander Fiber Backed Abrasive Discs",36 Grit,307036,1.33 pounds,$15.53,$30.30,$11.94,13
0.4 x 6 x 5.25 inches,B001AHWMDU,"April 1, 2004",Bosch,China,"#197,260 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #647 in Power Sander Hook & Loop Discs",None,SR5R320,1.6 ounces,$3.99,$25.47,$0.00,13
5 x 5 x 4 inches,B01MQLZMSE,"November 21, 2016",Mercer Industries,China,"#99,884 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #154 in Abrasive Wheel Brushes",None,182020B,2.2 pounds,$44.66,$34.01,$44.40,13
4 x 4 x 2 inches,B00004YYD6,"October 6, 2004",No,USA,"#98,331 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #88 in Flap Wheels",None,7200045,2.89 ounces,$11.77,$26.52,$0.00,13
None,B00004UDH5,"April 1, 2004",No,Taiwan,"#93,057 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #2 in Felt Bobs",Gray,422,0.176 ounces,$2.44,$26.47,$0.00,13
None,B01I91RJ0K,"July 10, 2016",No,"Korea, Republic of","#90,645 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #240 in Cut-Off Wheels",Multi,1972919,3.52 ounces,$17.00,$27.28,$4.89,13
6.2 x 6.1 x 0.9 inches,B0002FSH5I,None,No,USA,"#58,766 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #72 in Sanding Disc Backing Pads",None,5576,4 ounces,$53.36,$27.90,$10.11,13
15.05 x 4.4 x 3.35 inches,B09BH1Y5VF,"July 29, 2021",Wellington,China,"#247,218 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #58 in Power Sanding Sleeves",None,WRSP12,9.1 ounces,$18.80,$31.23,$12.91,N/A
"4.5""L x 4.5""W",B00004YMG4,"July 2, 2004",Yes,Canada,"#76,821 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #207 in Cut-Off Wheels",Multi,DW8414,6.7 ounces,$2.11,$26.67,$0.00,13
6 x 6 x 2 inches,B01M8QPDIP,"November 3, 2016",No,China,"#136,765 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #466 in Power Sander Hook & Loop Discs",None,44208G-50,1.2 pounds,$15.06,$31.25,$12.05,13
6.8 x 7.9 x 8.1 inches,B095KYGJ9G,"May 21, 2021",BKW6,USA,"#77,892 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #291 in Power Sander Hook & Loop Discs",None,BKW6,4.8 ounces,$38.99,$27.23,$6.78,13
"5""L x 5""W",B01HXD6QCC,"July 4, 2016",Sungold Abrasives,Morocco,"#172,950 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #48 in Power Sander Fiber Backed Abrasive Discs",None,17202,1.3 pounds,$24.58,$30.18,$14.00,13
2.6 x 1.5 x 16.5 inches,B06ZZ6SHST,"April 13, 2017",Karebac Abrasives,China,"#258,980 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #273 in Sanding Blocks",None,99451,12.9 ounces,$17.03,$28.22,$0.00,13
9.7 x 9 x 0.5 inches,B08VTSCKR6,"February 3, 2021",DEWALT,Taiwan,"#213,142 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #695 in Power Sander Hook & Loop Discs",Multi,DWAM2405P,5.2 ounces,$9.99,$26.31,$0.00,13
None,B01GLGEP52,"June 4, 2016",DEWALT,Germany,"#52,481 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #159 in Cut-Off Wheels",Multi,DWA8951F,1.27 ounces,$1.69,$25.31,$0.00,13
"157.48""L x 118.11""W",B01LYNIDV3,"September 23, 2016",36228,USA,"#103,529 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #547 in Sander Sheets  #4,145 in Abrasive & Finishing Products",Blue,36228,1.43 pounds,$56.08,$33.97,$22.16,13
None,B005B8LU2I,"July 21, 2011",No,Germany,"#112,072 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #297 in Cut-Off Wheels",Multi,DW8426H,2.4 ounces,$4.45,$28.41,$0.00,13
"6""L x 6""W",B000RGZENA,"July 2, 2004",DEWALT,Canada,"#81,014 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #215 in Cut-Off Wheels",Multi,DW8819,8 ounces,$7.99,$27.18,$0.00,13
8.5 x 3.3 x 0.4 inches,B0000DD6F7,"October 29, 2011",Shop Fox,China,"#190,055 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #42 in Power Sanding Sleeves",None,D2722,8 ounces,$11.99,$26.99,$0.00,13
3.15 x 3.15 x 0.98 inches,B00069LOW8,"January 1, 2006",No,Ukraine,"#174,798 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #372 in Sander Sheets  #2,762 in Abrasive & Finishing Products",None,624055000,2.29 ounces,$10.99,$25.55,$0.00,13
6.1 x 6 x 0.25 inches,B004I8BEHS,"July 6, 2011",2078,China,"#192,889 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #642 in Power Sander Hook & Loop Discs",None,2078,5.6 ounces,$13.70,$26.69,$10.69,13
None,B005L6YZ5Y,"October 30, 2012",DEWALT,Slovakia,"#67,310 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #185 in Cut-Off Wheels",Multi,DW8725S,0.16 ounces,$2.39,$25.59,$0.00,13
None,B01HSJ1NSI,"June 30, 2016",No,"Korea, Republic of","#83,125 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #219 in Cut-Off Wheels",Multi,1972932,3.21 pounds,$89.99,$43.54,$12.63,13
9.13 x 3.11 x 1.06 inches,B0829VXNY6,"October 5, 2022",DuBro,USA,"#108,307 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #113 in Sanding Blocks",Silver,3400-55,2.82 ounces,$14.99,$25.85,$24.08,13
4.9 x 2.7 x 1.1 inches,B002MDHECA,None,No,USA,"#146,446 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #153 in Sanding Blocks",None,5519,12 ounces,$23.24,$28.06,$9.10,13
3 x 1 x 1 inches,B004UUAGOG,"April 16, 2011",Century Drill and Tool,China,"#87,591 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #125 in Abrasive Cup Brushes",Metal,77201,1.92 ounces,$7.39,$25.47,$0.00,13
"5""L x 5""W",B01HXD6QCC,"July 4, 2016",Sungold Abrasives,Morocco,"#172,950 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #48 in Power Sander Fiber Backed Abrasive Discs",None,17202,1.3 pounds,$24.58,$30.18,$14.00,13
7.21 x 0.98 x 9.91 inches,B003R7LBRY,"September 9, 2010",DEWALT,China,"#66,714 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #107 in Abrasive Wheel Brushes",Multi,DW49202B,0.01 ounces,$29.99,$29.86,$34.29,13
"6""L x 6""W",B003X5PRF2,"July 24, 2010",No,China,"#70,965 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #29 in Bench & Pedestal Grinding Wheels",None,72404,8 ounces,$23.39,$33.25,$25.58,13
"900""L x 2.75""W",B00HUX1LAS,"January 14, 2014",Karebac,USA,"#105,849 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #49 in Power Sander PSA Discs",Gold,RHS150,12.8 ounces,$17.81,$28.18,$11.97,13
"6""L x 6""W",B01AA7B5Z6,"January 7, 2016",96225,"Korea, Republic of","#231,232 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #738 in Power Sander Hook & Loop Discs",None,96225,3.2 ounces,$33.19,$28.60,$15.62,13
"5""L x 5""W",B00002246I,"July 2, 2004",Yes,Canada,"#71,166 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #155 in Grinding Discs",None,DW4619,8 ounces,$2.48,$26.99,$0.00,13
8.5 x 11.1 x 3.4 inches,B0007D30DO,"January 1, 2008",No,China,"#256,935 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #93 in Power Sand Blasters",Black,AT122601AV,2 pounds,$34.99,$36.60,$7.25,13
9.96 x 5.2 x 0.75 inches,B000UE5VTG,"July 29, 2010",Dico Products,China,"#85,300 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #133 in Abrasive Wheel Brushes",None,541-756-6,8.6 ounces,$20.00,$27.14,$27.48,13
1.75 x 4 x 10 inches,B00H9PJSVQ,"July 30, 2014",Gator Finishing,USA,"#123,009 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #427 in Power Sander Hook & Loop Discs",Yellow,7153-03,6.9 ounces,$15.98,$26.97,$11.27,13
None,B00004UDGQ,"June 16, 2006",No,Taiwan,"#89,677 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #24 in Abrasive Mandrels",Silver,401,0.353 ounces,$3.59,$25.07,$0.00,13
9.5 x 1 x 7 inches,B01NAIEBXC,"December 12, 2016",EAB Tool Company USA Inc,China,"#107,982 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #161 in Abrasive Wheel Brushes",None,2160447,10.9 ounces,$9.00,$27.90,$0.00,13
3 x 1.3 x 3 inches,B002YKBSHS,"July 16, 2009",No,Taiwan,"#70,916 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #624 in Power Sander Hook & Loop Discs",Yellow,8940158330,0.882 ounces,$28.29,$25.27,$7.04,13
None,B000TGC3W8,"August 17, 2005",No,USA,"#85,875 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #136 in Abrasive Wheel Brushes",None,72727,1.6 ounces,$5.94,$25.48,$0.00,13
4.7 x 3.5 x 2 inches,B01GDIUN6I,"May 31, 2016",No,China,"#235,456 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #55 in Power Sanding Sleeves",None,11204,4.2 ounces,$9.19,$27.87,$0.00,13
"3""L x 1.5""W",B005BH0KEI,"July 7, 2011",Applied Diamond Tools,China,"#265,838 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #550 in Sander Sheets  #4,171 in Abrasive & Finishing Products",None,GSB1036,5.6 ounces,$6.90,$26.39,$0.00,13
4.5 x 4.5 x 0.05 inches,B007C6PFXM,"November 23, 2012",No,China,"#41,010 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #134 in Cut-Off Wheels",Multi,DWA4531,0.32 ounces,$2.51,$25.53,$0.00,13
None,B003R7LBRO,"September 9, 2010",DEWALT,China,"#72,513 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #114 in Abrasive Wheel Brushes",Multi,DW49201,8 ounces,$14.49,$28.78,$25.39,13
"1""L x 1""W",B00004UDHW,"June 15, 2006",Yes,China,"#92,384 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #48 in Angle Grinder Wheels",None,500,0.32 ounces,$7.47,$26.18,$0.00,13
5.5 x 5.37 x 4.5 inches,B004I0WF4W,"June 7, 2019",Metabo,Germany,"#80,581 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #214 in Cut-Off Wheels",None,655997000,1 pounds,$1.99,$32.73,$0.00,13
7.9 x 3.5 x 1.6 inches,B007TDFRI6,"April 12, 2012",No,China,"#258,036 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #94 in Power Sand Blasters",None,SX8200,5 pounds,$322.99,$57.54,$161.72,13
"11""L x 9""W",B005YUJMLY,"November 7, 2011",Sungold Abrasives,USA,"#96,877 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #212 in Sander Sheets  #1,543 in Abrasive & Finishing Products",Gold,11117,11.3 ounces,$12.03,$27.82,$10.56,13
12.2 x 10.71 x 4.69 inches,B0CR1DVDF9,"December 29, 2023",POWERTEC,China,"#9,988 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #5 in Sander Belts  #3,600 in Abrasive & Finishing Products",None,110008-P2,4.77 pounds,$32.99,$44.06,$19.17,13
"5.75""L x 5.75""W",B00BPG9XU6,None,Tecomec,China,"#109,719 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #2,268 in Abrasive Wheels & Discs",None,01005003,0.423 ounces,$17.07,$26.23,$19.98,13
9.5 x 8.5 x 1 inches,B01CAOZGKM,"February 27, 2016",AWP 58-8 SC,USA,"#110,382 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #243 in Buffing Wheels",None,AWP 58-8 SC,12 ounces,$13.11,$28.38,$4.64,13
7.5 x 3.5 x 1.5 inches,B07BNH7GMW,"March 23, 2018",Divine Brothers,USA,"#110,625 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #117 in Abrasive Finishing Compounds",Green,7100051,10.1 ounces,$12.35,$28.26,$18.84,13
None,B003X4330O,"July 23, 2010",No,USA,"#84,332 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #4 in Abrasive Wheel Adapters",No Color,72396,0.3 ounces,$5.79,$25.26,$0.00,13
"11""L x 8.5""W",B00L6FO4Q4,"June 20, 2014","Blackstone Industries, LLC",USA,"#281,638 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #574 in Sander Sheets  #4,404 in Abrasive & Finishing Products",None,37-944,1.44 ounces,$20.77,$25.98,$12.16,13
None,B003XFPUKE,"July 26, 2010",No,USA,"#118,797 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #175 in Abrasive Wheel Brushes",None,72751,0.3 ounces,$15.23,$30.34,$26.63,13
10.88 x 8.38 x 14.5 inches,B004FTPRH8,None,Weiler Corporation,China,"#108,921 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #224 in Scratch Brushes",None,25252,8 ounces,None,None,None,13
"7""L x 7""W",B01GHQC5TE,"June 2, 2016",Mercer Tool Corp. - Tools,China,"#36,532 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #125 in Cut-Off Wheels",25 Pack,618030,0.01 ounces,$59.37,$35.28,$41.54,13
2.5 x 1.13 x 13.75 inches,B000VYH5BC,"March 31, 2009",Forney,Mexico,"#78,674 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #171 in Scratch Brushes",None,70523,5.6 ounces,$12.78,$27.60,$23.84,13
"3""L x 3""W",B000LNXX4G,"July 6, 2013",DEWALT,Slovakia,"#98,129 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #258 in Cut-Off Wheels",Multi,DW8706,0.32 ounces,$1.35,$25.28,$0.00,13
9.1 x 1.1 x 0.9 inches,B07CD9QR25,"March 29, 2018",Lincoln Electric - Welding Gear and Tools,USA,"#299,748 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #238 in Scratch Brushes  #32,642 in Hand Tools (Tools & Home Improvement)",None,K3185-1,3.98 ounces,$7.17,$25.99,$0.00,13
9 x 5.75 x 0.38 inches,B01MXJH6BQ,"November 11, 2016",Warner Manufacturing Co.,USA,"#274,942 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #286 in Sanding Blocks",Multicolor,3410497,6 ounces,$6.38,$27.68,$0.00,13
None,B000TG80WA,"August 17, 2005",No,USA,"#101,119 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #155 in Abrasive Wheel Brushes",Grey Metal,72725,0.64 ounces,$6.38,$25.54,$0.00,13
"4.73""L x 2.88""W x 0.5""H",B00004RHAK,"September 27, 2017",Yes,China,"#93,298 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #3,798 in Abrasive & Finishing Products",Multi,DW4900,1.12 ounces,$2.99,$25.30,$0.00,N/A
3.39 x 3.35 x 3 inches,B08TB4Q3MS,"January 18, 2021",Wellington Tool Corp,China,"#108,295 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #98 in Flap Wheels",None,WRFW12,1.06 pounds,$39.97,$29.22,$17.33,13
13.74 x 3.11 x 1.54 inches,B0829TXSK9,"October 5, 2022",DuBro,USA,"#122,742 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #129 in Sanding Blocks",Silver,3400-11,5.6 ounces,$18.93,$26.88,$26.73,13
4 x 4 x 1.5 inches,B00004YYD7,"June 15, 2006",No,USA,"#120,137 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #178 in Abrasive Wheel Brushes",Grey,7200036,0.81 ounces,$9.55,$26.33,$0.00,13
7.5 x 2.8 x 1 inches,B00L3BN7EG,"June 18, 2014",Red Devil Inc.,China,"#84,301 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #179 in Scratch Brushes",Red,4160,2.4 ounces,$7.78,$25.59,$0.00,13
3 x 3 x 3 inches,B07CM5SK3J,None,Divine Brothers,China,"#84,952 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #119 in Abrasive Cup Brushes",None,7200083,3.52 ounces,$13.99,$27.42,$24.37,13
"5""L x 5""W",B07649JCTJ,"October 3, 2017",No,China,"#214,349 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #700 in Power Sander Hook & Loop Discs",Gold,44001XG-100,1.67 pounds,$19.99,$33.97,$13.82,13
13 x 0.38 x 0.04 inches,B01JBNEV7Y,"September 19, 2019",PROOK,China,"#182,286 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #212 in Sander Belts  #2,886 in Abrasive & Finishing Products",None,303640Z,1.87 ounces,$12.66,$25.66,$0.00,13
1 x 1 x 5 inches,B003X3W3PG,"July 23, 2010",No,USA,"#113,208 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #48 in Bench & Pedestal Grinding Wheels",Black,72391,1.44 ounces,$9.80,$25.35,$0.00,13
"20""L x 20""W",B0000DD0M8,"January 28, 2010",No,China,"#163,617 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #72 in Power Sander PSA Discs",None,D1343,7 ounces,$28.01,$27.86,$14.26,13
None,B001CJOAZE,None,No,USA,"#62,639 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #2,652 in Abrasive & Finishing Products",None,AEX-5-240,15.8 ounces,$27.55,$48.21,$11.68,13
"7.6""L x 6.5""W",B07JN4R975,"November 1, 2018",JET,USA,"#236,614 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #500 in Sander Sheets  #3,735 in Abrasive & Finishing Products",Red,60-25060,1 pounds,$34.99,$30.46,$16.46,13
15.75 x 15.75 x 5 inches,B07TJJPMYL,None,Valley Industries,China,"#284,043 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #108 in Power Sand Blasters",None,SBK-400,4.29 pounds,$81.32,$62.72,$13.54,13
"3.25""L x 2""W",B002DG50FY,"February 13, 2005",Didax,China,"#112,479 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #580 in Sander Sheets  #3,549 in Early Development & Activity Toys  #4,447 in Abrasive & Finishing Products",None,210828,0.8 ounces,$16.09,$26.15,$19.54,13
3 x 3 x 0.04 inches,B000H0XSMU,"July 2, 2004",DEWALT,Slovakia,"#43,839 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #142 in Cut-Off Wheels",Multi,DW8712,0.176 ounces,$1.29,$25.03,$0.00,13
4.7 x 2.4 x 1.5 inches,B004QOVYK6,"March 4, 2011",POWERTEC,China,"#182,668 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #39 in Power Sanding Sleeves",None,11212,1.13 ounces,$7.66,$25.56,$0.00,13
"240""L x 12""W",B07GXHZZDL,"August 28, 2018",No,China,"#236,864 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #251 in Sanding Blocks",None,PKSPSET5,1.05 pounds,$20.80,$29.46,$12.97,N/A
3.54 x 3.15 x 0.67 inches,B00W1WIZ6Q,"May 15, 2015",No,China,"#87,685 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #230 in Cut-Off Wheels",Black,28155,0.64 ounces,$16.95,$25.51,$11.16,13
None,B003X5Q2TW,"July 24, 2010",Forney,Spain,"#120,775 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #180 in Abrasive Wheel Brushes",None,72895,1.2 pounds,$19.37,$31.85,$29.68,13
"5""L x 5""W",B01DZ9DFKE,"April 8, 2016",No,China,"#191,659 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #83 in Power Sander PSA Discs",None,45506,7.2 ounces,$10.99,$26.79,$0.00,13
"20""L x 20""W",B0000DD0M7,"December 1, 2006",WOODSTOCK,China,"#270,260 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #112 in Power Sander PSA Discs",None,D1342,1.01 pounds,$17.50,$30.34,$12.39,13
"6""L x 6""W",B0881XB47Q,"May 4, 2020",30806,USA,"#284,248 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #895 in Power Sander Hook & Loop Discs",None,30806,7.2 ounces,$118.84,$27.27,$19.58,13
8 x 8 x 0.13 inches,B00GLL3UKE,"November 11, 2013",No,Taiwan,"#318,155 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #986 in Power Sander Hook & Loop Discs",Black,9955,1.06 ounces,$29.17,$25.64,$14.01,13
2.6 x 1.5 x 10 inches,B071Y79JP8,"April 13, 2017",Karebac Abrasives,China,"#312,620 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #321 in Sanding Blocks",None,99459,0.915 ounces,$10.54,$26.57,$0.00,13
4 x 4 x 4 inches,B09HXTBW59,"October 7, 2021",KR Strikeforce,None,"#89,489 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #493 in Sander Sheets  #3,651 in Abrasive & Finishing Products",Red,None,None,$37.24,$25.88,$15.93,13
3.38 x 3.35 x 4.5 inches,B09K2854F6,"October 21, 2021",Wellington,China,"#95,192 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #150 in Abrasive Wheel Brushes",Grey,WRTS01,1.91 pounds,$59.97,$32.65,$51.90,13
"8.75""L x 8.75""W",B0067NHXWW,"October 30, 2012",No,China,"#226,301 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #730 in Power Sander Hook & Loop Discs",No Color,SD100-5,0.8 ounces,$6.78,$26.83,$0.00,13
7.13 x 4.25 x 0.71 inches,B002PNUUSW,"November 17, 2009",Hobart,China,"#115,426 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #4 in Abrasive Flat End Brushes",Black,770211,1.3 ounces,$3.99,$25.61,$0.00,13
10 x 3 x 2 inches,B09CZJ4LNB,"August 18, 2021",KR Strikeforce,None,"#64,859 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #354 in Sander Sheets  #2,743 in Abrasive & Finishing Products",Red,None,None,None,None,None,N/A
"600""L x 3""W",B017W2O0G8,"November 12, 2015",Sungold Abrasives,USA,"#134,399 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #458 in Power Sander Hook & Loop Discs",Gold,66824,1.67 pounds,$33.99,$31.65,$16.51,13
"11.4""L x 8.7""W",B00L6FO2IE,"June 20, 2014","Blackstone Industries, LLC",USA,"#301,557 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #614 in Sander Sheets  #4,699 in Abrasive & Finishing Products",None,37-941,2.08 ounces,$20.77,$25.80,$23.84,13
3 x 2 x 0.75 inches,B00FJSWFLK,"September 20, 2013",No,China,"#262,024 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #829 in Power Sander Hook & Loop Discs",None,GAMT711,0.01 ounces,$6.36,$25.80,$0.00,13
2.5 x 2 x 2 inches,B004UUAH5E,"April 16, 2011",Century Drill and Tool,China,"#63,922 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #97 in Abrasive Cup Brushes",None,77223,2.08 ounces,$8.25,$25.59,$0.00,13
3 x 0.5 x 0.5 inches,B01JBK0MRA,"March 27, 2018",Astro Pneumatic Tool,China,"#127,196 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #33 in Abrasive Mandrels",None,ADN14-1/4-20,0.01 ounces,$11.43,$25.35,$0.00,13
"2.72""L x 5.35""W",B000DZ9UY4,None,3M,USA,"#290,820 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #304 in Sanding Blocks",Red,35519,6.1 ounces,$19.10,$28.18,$8.47,N/A
0.55 x 3.23 x 5.24 inches,B00PB3OLCE,None,No,None,"#124,336 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #326 in Cut-Off Wheels",None,33456,0.798 ounces,None,None,None,N/A
2 x 8.5 x 1 inches,B00MJXTP3O,"August 7, 2014","Blackstone Industries, LLC",USA,"#124,918 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #142 in Sander Belts  #1,980 in Abrasive & Finishing Products",Silver,SC92212BL,0.528 ounces,$10.40,$25.27,$0.00,N/A
